Product_name,offer_price,Original_price,Product_URL
Varni Retail,Rs.323,Rs.2299,https://www.flipkart.com/varni-retail-stylish-full-gold-men-aks-golden-diamond-women-couple-combo-watch-analog/p/itmbf37cb03e1204?pid=WATF3BBSKW3GJTGY&lid=LSTWATF3BBSKW3GJTGYVGW3JR&marketplace=FLIPKART&store=r18%2Ff13&srno=b_1_33&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=130b109c-9301-48a5-ad17-301e78169fe6.WATF3BBSKW3GJTGY.SEARCH&ppt=None&ppn=None&ssid=ezlqn15umo0000001622354920763
Daniel Jubile,Rs.217,Rs.1499,https://www.flipkart.com/daniel-jubile-bracelet-flower-stone-rose-gold-21st-century-analog-watch-women/p/itm38762c94e3a7f?pid=WATFPEUYQXMTGQZR&lid=LSTWATFPEUYQXMTGQZRQY0JA0&marketplace=FLIPKART&store=r18%2Ff13&srno=b_1_34&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_5jXLYf4yLUJ1kyLHsHJL11JzNnTBO8m4K35A1ys3OhyIILlJ4h3j6g%2FTN%2BFaMQBaRf24aAFzHtQwKK4lyQEIjQ%3D%3D&ppt=None&ppn=None&ssid=ezlqn15umo0000001622354920763
Allen Solly,Rs.1560,Rs.2072,https://www.flipkart.com/allen-solly-as000010e-analog-watch-men/p/itmc09b0cc379a05?pid=WATFWVSGBZRBJXQV&lid=LSTWATFWVSGBZRBJXQVCMGKGK&marketplace=FLIPKART&store=r18%2Ff13&srno=b_1_35&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=130b109c-9301-48a5-ad17-301e78169fe6.WATFWVSGBZRBJXQV.SEARCH&ppt=None&ppn=None&ssid=ezlqn15umo0000001622354920763
Rizzly,Rs.296,Rs.1499,https://www.flipkart.com/rizzly-216-blue-brown-linear-designer-analog-watch-men/p/itm23a252942905e?pid=WATFWFX2GRRXHCBK&lid=LSTWATFWFX2GRRXHCBKY4R6EZ&marketplace=FLIPKART&store=r18%2Ff13&srno=b_1_36&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=130b109c-9301-48a5-ad17-301e78169fe6.WATFWFX2GRRXHCBK.SEARCH&ppt=None&ppn=None&ssid=ezlqn15umo0000001622354920763
ABREXO,Rs.269,Rs.1499,https://www.flipkart.com/abrexo-abx3026-bl-blue-dial-silver-bracelet-unique-new-watch-boys-analog/p/itmc25e5082b6fdd?pid=WATFU3Z4GGGFTXUK&lid=LSTWATFU3Z4GGGFTXUKSUM6QN&marketplace=FLIPKART&store=r18%2Ff13&srno=b_1_37&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=130b109c-9301-48a5-ad17-301e78169fe6.WATFU3Z4GGGFTXUK.SEARCH&ppt=None&ppn=None&ssid=ezlqn15umo0000001622354920763
Rizzly,Rs.199,Rs.1299,https://www.flipkart.com/rizzly-216-black-sporty-look-designer-analog-watch-men/p/itmfd20a460d846d?pid=WATFVYGAGEQEQRRG&lid=LSTWATFVYGAGEQEQRRGZRQJNC&marketplace=FLIPKART&store=r18%2Ff13&srno=b_1_38&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=130b109c-9301-48a5-ad17-301e78169fe6.WATFVYGAGEQEQRRG.SEARCH&ppt=None&ppn=None&ssid=ezlqn15umo0000001622354920763
EDDY HAGER,Rs.217,Rs.1699,https://www.flipkart.com/eddy-hager-eh-167-blue-blue-unique-new-analog-watch-men/p/itm80a94143c12fe?pid=WATFWHRQ9FKAEGBP&lid=LSTWATFWHRQ9FKAEGBPOXZYSE&marketplace=FLIPKART&store=r18%2Ff13&srno=b_1_39&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=130b109c-9301-48a5-ad17-301e78169fe6.WATFWHRQ9FKAEGBP.SEARCH&ppt=None&ppn=None&ssid=ezlqn15umo0000001622354920763
TIMEWEAR,Rs.229,Rs.799,https://www.flipkart.com/timewear-232bdtg-analog-watch-collection-men/p/itmfg3kgg4srwpzd?pid=WATFG3J2MVRZEVHC&lid=LSTWATFG3J2MVRZEVHCUBWZEK&marketplace=FLIPKART&store=r18%2Ff13&srno=b_1_40&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_5jXLYf4yLUJ1kyLHsHJL11JzNnTBO8m4K35A1ys3OhxNU77crPlgoDJJSJ4orPtetaFjj5ONrdRAGNpfBrv3Jw%3D%3D&ppt=None&ppn=None&ssid=ezlqn15umo0000001622354920763
MAXIMA,Rs.349,Rs.1395,https://www.flipkart.com/maxima-l-63063lmgi-elite-analog-watch-men/p/itma97703c18baa6?pid=WATFWZ63SAH8B7QP&lid=LSTWATFWZ63SAH8B7QP8I25SV&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_41&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFWZ63SAH8B7QP.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Fastrack,Rs.2600,Rs.3250,https://www.flipkart.com/fastrack-3166km01-all-nighters-analog-watch-men/p/itmf3zhnqzguqscc?pid=WATEWVE5VVBPYBYF&lid=LSTWATEWVE5VVBPYBYFGXTRIB&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_42&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATEWVE5VVBPYBYF.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Allen Solly,Rs.1859,Rs.2698,https://www.flipkart.com/allen-solly-as000019c-analog-watch-couple/p/itma2cd53d4b357c?pid=WATFWVUZXHUNGAC2&lid=LSTWATFWVUZXHUNGAC2P7QIDI&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_43&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFWVUZXHUNGAC2.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
HMTE,Rs.304,Rs.999,https://www.flipkart.com/hmte-hm-3172-day-date-series-analog-watch-men/p/itm82e230782d74b?pid=WATFUKBZHPWYKK3E&lid=LSTWATFUKBZHPWYKK3EK3M9YL&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_44&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_Z4HCzBnGxuB%2FvrxT%2F0Ima2yF%2FeWwVxIw%2BRWwPx5sYiQtBvJppT%2Fa7CRDzC2thMlGm%2BfhNrECLc6Ok7uA1cNowA%3D%3D&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
MIKADO,Rs.284,Rs.1999,https://www.flipkart.com/mikado-0-watch-bracelet-analog-women/p/itm1f623cdeda2f9?pid=WATFPHH4AMBBZ3WN&lid=LSTWATFPHH4AMBBZ3WN2OQQWD&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_45&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFPHH4AMBBZ3WN.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Piaoma,Rs.664,Rs.2995,https://www.flipkart.com/piaoma-ws9094-5-analog-digital-military-full-white-sports-fully-waterproof-digital-watch-men/p/itm7fcf2f8a94c42?pid=WATFNWA8MW9CUDRS&lid=LSTWATFNWA8MW9CUDRSKYM9GZ&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_46&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFNWA8MW9CUDRS.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Fogg,Rs.284,Rs.1599,https://www.flipkart.com/fogg-2047-bl-day-date-analog-watch-men/p/itmf3zhhzdr6gp3u?pid=WATF2G4MHYYAKWVS&lid=LSTWATF2G4MHYYAKWVSX6R0HI&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_47&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATF2G4MHYYAKWVS.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Fogg,Rs.498,Rs.2199,https://www.flipkart.com/fogg-7007-3-stylish-different-coloured-watch-combo-analog-men/p/itm65f08d0459ba2?pid=WATFKN27KVJHNMFB&lid=LSTWATFKN27KVJHNMFBIS2ZS7&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_48&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_Z4HCzBnGxuB%2FvrxT%2F0Ima2yF%2FeWwVxIw%2BRWwPx5sYiQzncsXRcgDM93rDOCvKa4p8P3ZMGl5O2oNGEHpdxs6GA%3D%3D&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Fastrack,Rs.1865,Rs.2195,https://www.flipkart.com/fastrack-38044pp01-trendies-analog-watch-men/p/itmf6c22anpc7ym8?pid=WATF6C22HZQ6SHYN&lid=LSTWATF6C22HZQ6SHYNFIGUCB&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_49&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATF6C22HZQ6SHYN.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Fogg,Rs.329,Rs.1799,https://www.flipkart.com/fogg-2038-bk-working-day-date-analog-watch-men/p/itm1b2ab7b625b89?pid=WATFZMQFDG7S3XZB&lid=LSTWATFZMQFDG7S3XZBW6POPD&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_50&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFZMQFDG7S3XZB.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
TIMEWEAR,Rs.699,Rs.3499,https://www.flipkart.com/timewear-1283blacktw-military-series-analogue-digital-black-dial-watch-men-analog-digital/p/itmfg6f35cck9gus?pid=WATFG3KWJXVEXZGN&lid=LSTWATFG3KWJXVEXZGNUICYUE&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_51&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFG3KWJXVEXZGN.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Daniel Jubile,Rs.217,Rs.1499,https://www.flipkart.com/daniel-jubile-bracelet-flower-stone-silver-21st-century-analog-watch-women/p/itm6c3ab8cbaf17d?pid=WATFPEUY3ZVQ3XVN&lid=LSTWATFPEUY3ZVQ3XVNJS1OLU&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_52&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_Z4HCzBnGxuB%2FvrxT%2F0Ima2yF%2FeWwVxIw%2BRWwPx5sYiR72PNjuBDkcxJwqknNmO0n2cWyQPM3aq5ZOcU6qR5OzQ%3D%3D&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
MIKADO,Rs.236,Rs.1999,https://www.flipkart.com/mikado-blue-heart-watch-women-analog-girls/p/itm2c2b98a0a2d78?pid=WATFPNQKZXZAZDHE&lid=LSTWATFPNQKZXZAZDHEZWAGW0&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_53&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFPNQKZXZAZDHE.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
HEMT,Rs.537,Rs.2999,https://www.flipkart.com/hemt-gold-dial-date-display-analogue-hm-gr353-gld-ch-analog-watch-men/p/itm5efc1f4fe0569?pid=WATFMTGYFGGEHHWK&lid=LSTWATFMTGYFGGEHHWKL7TVQI&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_54&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFMTGYFGGEHHWK.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Titan,Rs.1596,Rs.1995,https://www.flipkart.com/titan-nn1773sl01-karishma-analog-watch-men/p/itmba7f147c3dba2?pid=WATF33EEKPZC5BZY&lid=LSTWATF33EEKPZC5BZYUGXBPU&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_55&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATF33EEKPZC5BZY.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
TIMEWEAR,Rs.229,Rs.799,https://www.flipkart.com/timewear-233wdtg-analog-watch-collection-men/p/itmfg3kggezshetu?pid=WATFG3JFZJ2EVPHQ&lid=LSTWATFG3JFZJ2EVPHQYLOQBL&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_56&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_Z4HCzBnGxuB%2FvrxT%2F0Ima2yF%2FeWwVxIw%2BRWwPx5sYiQb08e9d9e3Wbv%2FnTCDjUgUKu8uhQNDi3KTA8Plse1jVQ%3D%3D&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Fastrack,Rs.1440,Rs.1695,https://www.flipkart.com/fastrack-68007pp03-trendies-analog-watch-women/p/itmf6c29srzwhkjj?pid=WATF6C29FBEKDSUU&lid=LSTWATF6C29FBEKDSUUJZXWHN&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_57&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATF6C29FBEKDSUU.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
HAMT,Rs.296,Rs.1999,https://www.flipkart.com/hamt-silver-dial-analog-watch-ht-gr811-blk-ch-hybrid-men-smartwatch/p/itmf3b4c426a7f82?pid=WATFY9SZDQAZFJGW&lid=LSTWATFY9SZDQAZFJGWMEHEGK&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_58&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFY9SZDQAZFJGW.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
EDDY HAGER,Rs.208,Rs.1699,https://www.flipkart.com/eddy-hager-eh-167-black-black-unique-new-analog-watch-men/p/itm662bae249a0ae?pid=WATFWHRQZVGYNMQQ&lid=LSTWATFWHRQZVGYNMQQSUBQ54&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_59&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFWHRQZVGYNMQQ.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Daniel Jubile,Rs.217,Rs.1499,https://www.flipkart.com/daniel-jubile-bracelet-flower-stone-rose-gold-21st-century-analog-watch-women/p/itm38762c94e3a7f?pid=WATFPEUYQXMTGQZR&lid=LSTWATFPEUYQXMTGQZRQY0JA0&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_60&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_Z4HCzBnGxuB%2FvrxT%2F0Ima2yF%2FeWwVxIw%2BRWwPx5sYiTPjZ4tqDcsm8EIIU9aciuAFdj97wTo6vXDbjeS9%2Ftzzw%3D%3D&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Daniel Jubile,Rs.227,Rs.1499,https://www.flipkart.com/daniel-jubile-men-s-steel-chain-rb02-silver-black-new-stylis-all-looks-sports-design-analog-watch-men/p/itme884565f2d511?pid=WATFVEH2EGTZZUHF&lid=LSTWATFVEH2EGTZZUHFP54ZRN&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_61&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFVEH2EGTZZUHF.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
POLO HUNTER,Rs.341,Rs.1599,https://www.flipkart.com/polo-hunter-ph-1424-modern-colletion-combo-analog-watch-men/p/itmf3zgfbvxjpxyz?pid=WATEWGRKBN23FT23&lid=LSTWATEWGRKBN23FT23RRDZE4&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_62&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATEWGRKBN23FT23.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
SONATA,Rs.623,Rs.874,https://www.flipkart.com/sonata-8172sl03-analog-watch-women/p/itm209aef70394cc?pid=WATFVN35HGSF9ZW9&lid=LSTWATFVN35HGSF9ZW9OLVSM1&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_63&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFVN35HGSF9ZW9.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
LIMESTONE,Rs.599,Rs.4099,https://www.flipkart.com/limestone-ls2811-day-date-original-gold-plated-quartz-analog-watch-men/p/itmfgtf6dg7hz6hz?pid=WATFGSPSQQZVSCUR&lid=LSTWATFGSPSQQZVSCURHFVDBD&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_64&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_Z4HCzBnGxuB%2FvrxT%2F0Ima2yF%2FeWwVxIw%2BRWwPx5sYiSI%2FhktBNMwyug1f0sF5rZCTM7JFjAWdkCmyO%2FEYsp3Pw%3D%3D&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Fastrack,Rs.1646,Rs.2195,https://www.flipkart.com/fastrack-38044pp03-trendies-analog-watch-men/p/itmf6c22sks3hhy3?pid=WATF6C22EGWBHCXX&lid=LSTWATF6C22EGWBHCXXCXZ90D&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_65&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATF6C22EGWBHCXX.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Embassy,Rs.349,Rs.1599,https://www.flipkart.com/embassy-black-blue-stain-less-steel-strap-analog-watch-men/p/itmfhdc8bvcsrjku?pid=WATFHCUGWSMZVG2G&lid=LSTWATFHCUGWSMZVG2GKU9F12&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_66&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFHCUGWSMZVG2G.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
LIMESTONE,Rs.322,Rs.1999,https://www.flipkart.com/limestone-ls2820-bleed-blue-day-date-functioning-steel-strap-adult-boys-analog-watch-men/p/itmfhjfgyghmt2mz?pid=WATFHJCZFK2F95HT&lid=LSTWATFHJCZFK2F95HTVWUJHY&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_67&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFHJCZFK2F95HT.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
